timestamp,open (CNY),high (CNY),low (CNY),close (CNY),open (USD),high (USD),low (USD),close (USD),volume,market cap (USD)
2019-11-18,60213.07390500,60217.67688000,57076.89000000,57977.44435500,8502.87000000,8503.52000000,8060.00000000,8187.17000000,43017.69094000,43017.69094000
2019-11-17,60127.17531000,61148.75250000,59135.34042000,60209.74560000,8490.74000000,8635.00000000,8350.68000000,8502.40000000,27009.03708200,27009.03708200
2019-11-16,59991.77703000,60497.25450000,59484.60000000,60129.15813000,8471.62000000,8543.00000000,8400.00000000,8491.02000000,20902.29975200,20902.29975200
2019-11-15,61229.33997000,62246.38500000,59484.60000000,59992.55599500,8646.38000000,8790.00000000,8400.00000000,8471.73000000,46087.41775100,46087.41775100
2019-11-14,62158.14951000,62317.20000000,60777.68190000,61231.46442000,8777.54000000,8800.00000000,8582.60000000,8646.68000000,33468.46896100,33468.46896100
2019-11-13,62472.35566500,62635.79668500,61623.21300000,62155.17528000,8821.91000000,8844.99000000,8702.00000000,8777.12000000,26810.11691800,26810.11691800
2019-11-12,61845.28884000,62940.37200000,60671.45940000,62472.56811000,8733.36000000,8888.00000000,8567.60000000,8821.94000000,40366.62947100,40366.62947100
2019-11-11,64017.89304000,64245.63408000,61033.18242000,61844.65150500,9040.16000000,9072.32000000,8618.68000000,8733.27000000,44888.05354500,44888.05354500
2019-11-10,62382.20817000,64775.82598500,61963.12500000,64013.00680500,8809.18000000,9147.19000000,8750.00000000,9039.47000000,34422.02979700,34422.02979700
2019-11-09,62131.23981000,62883.72000000,61785.23772000,62383.83691500,8773.74000000,8880.00000000,8724.88000000,8809.41000000,29469.48140500,29469.48140500
2019-11-08,65248.94100000,65581.77150000,61580.72400000,62131.16899500,9214.00000000,9261.00000000,8696.00000000,8773.73000000,62107.28924300,62107.28924300
2019-11-07,66135.26154000,66389.06250000,64448.73150000,65264.52030000,9339.16000000,9375.00000000,9101.00000000,9216.20000000,39117.47085300,39117.47085300
2019-11-06,65912.68999500,66855.80416500,65503.94581500,66134.48257500,9307.73000000,9440.91000000,9250.01000000,9339.05000000,37336.17037200,37336.17037200
2019-11-05,66512.28060000,66955.22842500,64978.14444000,65919.27579000,9392.40000000,9454.95000000,9175.76000000,9308.66000000,45935.87366500,45935.87366500
2019-11-04,65124.73149000,67371.12492000,64553.82096000,66519.00802500,9196.46000000,9513.68000000,9115.84000000,9393.35000000,45894.45627700,45894.45627700
2019-11-03,65786.07277500,66301.03945500,64201.87041000,65112.33886500,9289.85000000,9362.57000000,9066.14000000,9194.71000000,27894.37827900,27894.37827900
2019-11-02,65372.15910000,66380.13981000,65052.14611500,65783.73588000,9231.40000000,9373.74000000,9186.21000000,9289.52000000,28923.06082800,28923.06082800
2019-11-01,64731.00009000,65709.23850000,63945.94500000,65373.64621500,9140.86000000,9279.00000000,9030.00000000,9231.61000000,43594.81411500,43594.81411500
2019-10-31,64824.19263000,66601.50750000,63117.40950000,64730.92927500,9154.02000000,9405.00000000,8913.00000000,9140.85000000,54376.02490200,54376.02490200
2019-10-30,66620.06103000,66635.78196000,63740.65231500,64829.14968000,9407.62000000,9409.84000000,9001.01000000,9154.72000000,55241.78643400,55241.78643400
2019-10-29,65181.31267500,67628.32500000,64243.36800000,66620.06103000,9204.45000000,9550.00000000,9072.00000000,9407.62000000,64158.46244600,64158.46244600
2019-10-28,67474.16074500,70121.72115000,64866.54000000,65186.19891000,9528.23000000,9902.10000000,9160.00000000,9205.14000000,80174.21732300,80174.21732300
2019-10-27,65362.24500000,69363.15087000,64259.93871000,67486.19929500,9230.00000000,9794.98000000,9074.34000000,9529.93000000,93833.54160400,93833.54160400
2019-10-26,61296.61422000,73435.15500000,59982.99597000,65362.24500000,8655.88000000,10370.00000000,8470.38000000,9230.00000000,162588.58541300,162588.58541300
2019-10-25,52490.98141500,62310.11850000,52126.92150000,61290.52413000,7412.41000000,8799.00000000,7361.00000000,8655.02000000,90748.21817400,90748.21817400
2019-10-24,52887.97030500,53137.30992000,51963.97618500,52490.98141500,7468.47000000,7503.68000000,7337.99000000,7412.41000000,32714.38326500,32714.38326500
2019-10-23,56794.05489000,56989.00858500,51694.95000000,52874.86953000,8020.06000000,8047.59000000,7300.00000000,7466.62000000,63897.45709800,63897.45709800
2019-10-22,58049.03832000,58762.21618500,56652.00000000,56793.63000000,8197.28000000,8297.99000000,8000.00000000,8020.00000000,34651.82866300,34651.82866300
2019-10-21,58233.65302500,59010.13950000,57657.78544500,58048.96750500,8223.35000000,8333.00000000,8142.03000000,8197.27000000,30448.67953900,30448.67953900
2019-10-20,56297.00440500,58755.20550000,55731.40500000,58233.65302500,7949.87000000,8297.00000000,7870.00000000,8223.35000000,34286.45265400,34286.45265400
2019-10-19,56275.90153500,57346.69515000,55709.59398000,56283.83281500,7946.89000000,8098.10000000,7866.92000000,7948.01000000,26627.88938800,26627.88938800
2019-10-18,57152.73286500,57466.37250000,55349.07481500,56276.75131500,8070.71000000,8115.00000000,7816.01000000,7947.01000000,31353.18141600,31353.18141600
2019-10-17,56616.73413000,57536.62098000,56149.42594500,57151.81227000,7995.02000000,8124.92000000,7929.03000000,8070.58000000,29656.94915800,29656.94915800
2019-10-16,57780.08295000,57934.88454000,56064.23550000,56593.50681000,8159.30000000,8181.16000000,7917.00000000,7991.74000000,34733.59396600,34733.59396600
2019-10-15,59108.28909000,59505.84450000,57289.33500000,57780.01213500,8346.86000000,8403.00000000,8090.00000000,8159.29000000,32773.06247600,32773.06247600
2019-10-14,58601.11206000,59405.64127500,58089.54450000,59117.77830000,8275.24000000,8388.85000000,8203.00000000,8348.20000000,29810.66325300,29810.66325300
2019-10-13,58790.47137000,59848.37665500,57785.04000000,58599.48331500,8301.98000000,8451.37000000,8160.00000000,8275.01000000,27840.73995300,27840.73995300
2019-10-12,58478.67292500,59484.60000000,58422.37500000,58777.08733500,8257.95000000,8400.00000000,8250.00000000,8300.09000000,21339.33409800,21339.33409800
2019-10-11,60602.20233000,62172.10006500,58155.96897000,58482.56775000,8557.82000000,8779.51000000,8212.38000000,8258.50000000,50405.28441800,50405.28441800
2019-10-10,60632.86522500,61212.48600000,59587.42338000,60603.68944500,8562.15000000,8644.00000000,8414.52000000,8558.03000000,39137.94616700,39137.94616700
2019-10-09,57861.44938500,61396.60500000,57466.37250000,60622.88031000,8170.79000000,8670.00000000,8115.00000000,8560.74000000,55038.70437800,55038.70437800
2019-10-08,58003.29183000,58953.48750000,57280.48312500,57844.45378500,8190.82000000,8325.00000000,8088.75000000,8168.39000000,35452.65742300,35452.65742300
2019-10-07,55627.30695000,58775.88348000,54966.60300000,57998.12233500,7855.30000000,8299.92000000,7762.00000000,8190.09000000,52202.07229700,52202.07229700
2019-10-06,57555.24532500,57741.63040500,55129.47750000,55619.87137500,8127.55000000,8153.87000000,7785.00000000,7854.25000000,34676.10404900,34676.10404900
2019-10-05,57622.80283500,57950.81791500,56743.91787000,57545.61448500,8137.09000000,8183.41000000,8012.98000000,8126.19000000,21907.61556400,21907.61556400
2019-10-04,58241.30104500,58297.81141500,56687.40750000,57623.08609500,8224.43000000,8232.41000000,8005.00000000,8137.13000000,26476.33040400,26476.33040400
2019-10-03,59201.34000000,59435.02950000,57076.89000000,58237.97274000,8360.00000000,8393.00000000,8060.00000000,8223.96000000,30488.28405800,30488.28405800
2019-10-02,58724.54260500,59299.84366500,57722.86443000,59200.91511000,8292.67000000,8373.91000000,8151.22000000,8359.94000000,26243.38664400,26243.38664400
2019-10-01,58705.42255500,60192.75000000,57877.45357500,58722.91386000,8289.97000000,8500.00000000,8173.05000000,8292.44000000,43472.41809100,43472.41809100
2019-09-30,56956.78776000,59040.30669000,54598.36500000,58700.96121000,8043.04000000,8337.26000000,7710.00000000,8289.34000000,55865.48726000,55865.48726000
2019-09-29,58063.90947000,58274.58409500,55873.03500000,56962.31133000,8199.38000000,8229.13000000,7890.00000000,8043.82000000,31544.21138800,31544.21138800
2019-09-28,57908.75380500,58882.67250000,56659.71883500,58059.87301500,8177.47000000,8315.00000000,8001.09000000,8198.81000000,34473.60516500,34473.60516500
2019-09-27,57101.60443500,58528.59750000,55605.00022500,57911.86966500,8063.49000000,8265.00000000,7852.15000000,8177.91000000,43882.92462500,43882.92462500
2019-09-26,59697.39907500,59951.90818500,54881.62500000,57103.30399500,8430.05000000,8465.99000000,7750.00000000,8063.73000000,67930.85374900,67930.85374900
2019-09-25,60175.40032500,61821.49500000,58179.05466000,59697.39907500,8497.55000000,8730.00000000,8215.64000000,8430.05000000,60783.89225800,60783.89225800
2019-09-24,68706.12930000,69363.22168500,55235.70000000,60144.17091000,9702.20000000,9794.99000000,7800.00000000,8493.14000000,94007.34520300,94007.34520300
2019-09-23,71013.63607500,71169.00418500,68094.07525500,68706.48337500,10028.05000000,10049.99000000,9615.77000000,9702.25000000,31937.23235600,31937.23235600
2019-09-22,70709.83972500,71445.25350000,69780.88855500,71019.44290500,9985.15000000,10089.00000000,9853.97000000,10028.87000000,22049.27525600,22049.27525600
2019-09-21,72004.12548000,72066.30105000,70106.85000000,70718.62078500,10167.92000000,10176.70000000,9900.00000000,9986.39000000,20544.17519600,20544.17519600
2019-09-20,72540.76155000,72804.90150000,71249.73328500,72008.87008500,10243.70000000,10281.00000000,10061.39000000,10168.59000000,25088.49106900,25088.49106900
2019-09-19,71922.61741500,73116.48750000,68357.71950000,72544.93963500,10156.41000000,10325.00000000,9653.00000000,10244.29000000,44826.28257900,44826.28257900
2019-09-18,72142.63962000,72642.16863000,71523.15000000,71926.72468500,10187.48000000,10258.02000000,10100.00000000,10156.99000000,24250.24930300,24250.24930300
2019-09-17,72583.10892000,72762.41250000,71721.50281500,72145.04733000,10249.68000000,10275.00000000,10128.01000000,10187.82000000,22914.32456300,22914.32456300
2019-09-16,72963.10221000,73328.93250000,71367.35700000,72594.65176500,10303.34000000,10355.00000000,10078.00000000,10251.31000000,28971.40165700,28971.40165700
2019-09-15,73171.79401500,73364.34000000,72600.60022500,72953.68381500,10332.81000000,10360.00000000,10252.15000000,10302.01000000,18047.65401300,18047.65401300
2019-09-14,73251.95659500,73789.15918500,72389.42989500,73187.44413000,10344.13000000,10419.99000000,10222.33000000,10335.02000000,23621.53351900,23621.53351900
2019-09-13,73753.89331500,73923.77850000,71898.46950000,73237.29789000,10415.01000000,10439.00000000,10153.00000000,10342.06000000,30280.33977600,30280.33977600
2019-09-12,71939.18812500,73993.24801500,71098.26000000,73753.89331500,10158.75000000,10448.81000000,10040.00000000,10415.01000000,34511.16275500,34511.16275500
2019-09-11,71510.33248500,72889.87950000,69965.22000000,71936.21389500,10098.19000000,10293.00000000,9880.00000000,10158.33000000,31953.82456200,31953.82456200
2019-09-10,72957.72027000,73541.30668500,70482.16950000,71510.04922500,10302.58000000,10384.99000000,9953.00000000,10098.15000000,28915.41222500,28915.41222500
2019-09-09,73514.75106000,74214.12000000,71300.08275000,72961.54428000,10381.24000000,10480.00000000,10068.50000000,10303.12000000,39835.72760800,39835.72760800
2019-09-08,74043.45585000,75010.78875000,72287.95200000,73514.32617000,10455.90000000,10592.50000000,10208.00000000,10381.18000000,23984.67201800,23984.67201800
2019-09-07,72930.31486500,74766.47700000,72858.50845500,74043.31422000,10298.71000000,10558.00000000,10288.57000000,10455.88000000,27637.87739200,27637.87739200
2019-09-06,74802.80509500,77229.91840500,71877.22500000,72930.45649500,10563.13000000,10905.87000000,10150.00000000,10298.73000000,58799.64095900,58799.64095900
2019-09-05,74822.56248000,77188.35000000,74001.67500000,74812.43593500,10565.92000000,10900.00000000,10450.00000000,10564.49000000,33970.96063900,33970.96063900
2019-09-04,75147.81577500,76473.11850000,73434.37603500,74830.35213000,10611.85000000,10799.00000000,10369.89000000,10567.02000000,43943.88902600,43943.88902600
2019-09-03,73222.71000000,76288.99950000,72741.16800000,75172.10532000,10340.00000000,10773.00000000,10272.00000000,10615.28000000,47998.37678100,47998.37678100
2019-09-02,68857.60258500,74001.67500000,68779.06875000,73222.71000000,9723.59000000,10450.00000000,9712.50000000,10340.00000000,44740.24809300,44740.24809300
2019-09-01,67902.66231000,69611.14500000,67415.88000000,68867.44587000,9588.74000000,9830.00000000,9520.00000000,9724.98000000,19545.40484300,19545.40484300
2019-08-31,67860.31494000,68580.85756500,66713.04112500,67893.66880500,9582.76000000,9684.51000000,9420.75000000,9587.47000000,17130.29007400,17130.29007400
2019-08-30,67267.23931500,68662.22400000,66214.92841500,67872.92001000,9499.01000000,9696.00000000,9350.41000000,9584.54000000,26834.31810400,26834.31810400
2019-08-29,68839.26150000,68860.50600000,65999.58000000,67263.20286000,9721.00000000,9724.00000000,9320.00000000,9498.44000000,35532.69491000,35532.69491000
2019-08-28,72129.96373500,72932.36850000,67989.55231500,68839.26150000,10185.69000000,10299.00000000,9601.01000000,9721.00000000,42110.55537500,42110.55537500
2019-08-27,73460.64840000,73584.43302000,71176.72302000,72125.43157500,10373.60000000,10391.08000000,10051.08000000,10185.05000000,28402.77538300,28402.77538300
2019-08-26,71825.45923500,75092.22600000,71791.75129500,73451.08837500,10142.69000000,10604.00000000,10137.93000000,10372.25000000,41687.51159900,41687.51159900
2019-08-25,71768.24071500,73173.13950000,70156.20805500,71825.45923500,10134.61000000,10333.00000000,9906.97000000,10142.69000000,26271.65739800,26271.65739800
2019-08-24,73563.75504000,73785.12273000,70036.03500000,71766.39952500,10388.16000000,10419.42000000,9890.00000000,10134.35000000,27692.45684400,27692.45684400
2019-08-23,71522.44185000,73966.26750000,70955.14288500,73573.59832500,10099.90000000,10445.00000000,10019.79000000,10389.55000000,27550.33617300,27550.33617300
2019-08-22,71812.21683000,72528.72300000,69129.60300000,71522.30022000,10140.82000000,10242.00000000,9762.00000000,10099.88000000,34059.64273800,34059.64273800
2019-08-21,76200.55156500,76509.44659500,69809.42700000,71824.60945500,10760.51000000,10804.13000000,9858.00000000,10142.57000000,47355.71928200,47355.71928200
2019-08-20,77292.66049500,77542.14174000,74780.64000000,76200.55156500,10914.73000000,10949.96000000,10560.00000000,10760.51000000,32298.92167900,32298.92167900
2019-08-19,72983.14285500,77400.79500000,72646.27590000,77298.39651000,10306.17000000,10930.00000000,10258.60000000,10915.54000000,37243.31921700,37243.31921700
2019-08-18,72344.95807500,74355.75000000,71381.52000000,72987.46257000,10216.05000000,10500.00000000,10080.00000000,10306.78000000,24085.39517200,24085.39517200
2019-08-17,73160.03872500,74108.88891000,70815.00000000,72344.74563000,10331.15000000,10465.14000000,10000.00000000,10216.02000000,29000.58120100,29000.58120100
2019-08-16,72916.57675500,74610.89644500,69044.62500000,73162.80051000,10296.77000000,10536.03000000,9750.00000000,10331.54000000,51758.14291800,51758.14291800
2019-08-15,71205.61554000,74072.49000000,70184.74650000,72896.46529500,10055.16000000,10460.00000000,9911.00000000,10293.93000000,38174.45112000,38174.45112000
2019-08-14,77141.32884000,77170.50462000,70305.84015000,71171.69515500,10893.36000000,10897.48000000,9928.10000000,10050.37000000,54451.84749900,54451.84749900
2019-08-13,80717.41552500,81126.79704000,76398.40867500,77136.72586500,11398.35000000,11456.16000000,10788.45000000,10892.71000000,33234.72968000,33234.72968000
2019-08-12,81713.99502000,81988.82803500,79562.91858000,80701.34052000,11539.08000000,11577.89000000,11235.32000000,11396.08000000,17568.22707500,17568.22707500
2019-08-11,80086.38306000,82145.40000000,78690.40696500,81791.11255500,11309.24000000,11600.00000000,11112.11000000,11549.97000000,26772.90691000,26772.90691000
2019-08-10,84128.07837000,84871.77750000,79808.50500000,80086.87876500,11879.98000000,11985.00000000,11270.00000000,11309.31000000,42633.08704800,42633.08704800
2019-08-09,84936.71485500,85301.48292000,82853.55000000,84128.14918500,11994.17000000,12045.68000000,11700.00000000,11879.99000000,39427.15258800,39427.15258800
2019-08-08,84801.24576000,85402.89000000,81585.96150000,84976.37125500,11975.04000000,12060.00000000,11521.00000000,11999.77000000,51207.25717400,51207.25717400
2019-08-07,81307.58773500,85977.69535500,80607.58146000,84801.17494500,11481.69000000,12141.17000000,11382.84000000,11975.03000000,69173.39035300,69173.39035300
2019-08-06,83774.14500000,87319.85205000,79501.87605000,81307.58773500,11830.00000000,12330.70000000,11226.70000000,11481.69000000,76705.38987500,76705.38987500
2019-08-05,77400.72418500,84535.54788000,77385.21570000,83765.64720000,10929.99000000,11937.52000000,10927.80000000,11828.80000000,65153.67371300,65153.67371300
2019-08-04,76599.59409000,78179.76000000,74723.98800000,77395.34224500,10816.86000000,11040.00000000,10552.00000000,10929.23000000,39924.74514100,39924.74514100
2019-08-03,74523.93562500,77222.12875500,74341.09129500,76599.59409000,10523.75000000,10904.77000000,10497.93000000,10816.86000000,33802.31882400,33802.31882400
2019-08-02,73470.56250000,75559.60500000,72807.38002500,74523.93562500,10375.00000000,10670.00000000,10281.35000000,10523.75000000,42990.44422100,42990.44422100
2019-08-01,71385.27319500,74128.15059000,69848.09199000,73470.49168500,10080.53000000,10467.86000000,9863.46000000,10374.99000000,41727.63702800,41727.63702800
2019-07-31,67805.36250000,71592.54870000,67663.73250000,71385.27319500,9575.00000000,10109.80000000,9555.00000000,10080.53000000,39515.35456000,39515.35456000
2019-07-30,67338.47920500,68791.67382000,66580.26300000,67799.76811500,9509.07000000,9714.28000000,9402.00000000,9574.21000000,32536.36883400,32536.36883400
2019-07-29,67568.41551000,68895.91350000,66530.69250000,67328.35266000,9541.54000000,9729.00000000,9395.00000000,9507.64000000,29021.93741100,29021.93741100
2019-07-28,67124.97198000,67946.92168500,64901.94750000,67568.41551000,9478.92000000,9594.99000000,9165.00000000,9541.54000000,29401.02293700,29401.02293700
2019-07-27,69568.65600000,72150.99579000,66091.63950000,67107.97638000,9824.00000000,10188.66000000,9333.00000000,9476.52000000,43809.77830100,43809.77830100
2019-07-26,69980.44522500,70035.89337000,68244.41550000,69568.65600000,9882.15000000,9889.98000000,9637.00000000,9824.00000000,27167.46321700,27167.46321700
2019-07-25,69139.51710000,72054.26250000,68832.39244500,69964.29940500,9763.40000000,10175.00000000,9720.03000000,9879.87000000,37873.35472800,37873.35472800
2019-07-24,69857.43957000,70368.86550000,67451.28750000,69138.66732000,9864.78000000,9937.00000000,9525.00000000,9763.28000000,43475.38037700,43475.38037700
2019-07-23,73244.52102000,73250.82355500,69554.49300000,69858.36016500,10343.08000000,10343.97000000,9822.00000000,9864.91000000,47624.37071000,47624.37071000
2019-07-22,74994.14722500,75652.79754000,71523.15000000,73224.90526500,10590.15000000,10683.16000000,10100.00000000,10340.31000000,40467.95483900,40467.95483900
2019-07-21,76057.22200500,76606.95885000,72854.47200000,74989.19017500,10740.27000000,10817.90000000,10288.00000000,10589.45000000,38834.28793500,38834.28793500
2019-07-20,74396.68107000,78385.05268500,73293.52500000,76056.93874500,10505.78000000,11068.99000000,10350.00000000,10740.23000000,47331.89984800,47331.89984800
2019-07-19,75266.71416000,76265.70136500,71677.80996000,74386.12963500,10628.64000000,10769.71000000,10121.84000000,10504.29000000,56546.93213300,56546.93213300
2019-07-18,68470.03209000,76395.22200000,65518.03800000,75256.23354000,9668.86000000,10788.00000000,9252.00000000,10627.16000000,80283.31025200,80283.31025200
2019-07-17,66779.74885500,70510.49550000,64158.39000000,68463.37548000,9430.17000000,9957.00000000,9060.00000000,9667.92000000,84942.67271700,84942.67271700
2019-07-16,76719.41307000,78094.78200000,66212.09581500,66846.45658500,10833.78000000,11028.00000000,9350.01000000,9439.59000000,97219.44341300,97219.44341300
2019-07-15,72048.45567000,78604.65000000,69823.59000000,76754.39568000,10174.18000000,11100.00000000,9860.00000000,10838.72000000,81922.42633200,81922.42633200
2019-07-14,80415.95607000,81097.33800000,71544.39450000,72048.45567000,11355.78000000,11452.00000000,10103.00000000,10174.18000000,72517.57923600,72517.57923600
2019-07-13,83258.75343000,83561.55837000,76692.64500000,80415.81444000,11757.22000000,11799.98000000,10830.00000000,11355.76000000,54245.59454800,54245.59454800
2019-07-12,80324.60472000,84163.62750000,78413.44950000,83258.75343000,11342.88000000,11885.00000000,11073.00000000,11757.22000000,56321.85828100,56321.85828100
2019-07-11,85743.58096500,85769.21599500,77896.50000000,80324.67553500,12108.11000000,12111.73000000,11000.00000000,11342.89000000,87506.46105800,87506.46105800
2019-07-10,88862.27356500,93101.04702000,81925.87350000,85745.42215500,12548.51000000,13147.08000000,11569.00000000,12108.37000000,109246.04499700,109246.04499700
2019-07-09,86667.64590000,90605.88049500,85459.54200000,88826.15791500,12238.60000000,12794.73000000,12068.00000000,12543.41000000,78442.13034300,78442.13034300
2019-07-08,80799.91500000,87371.75944500,79454.43000000,86667.64590000,11410.00000000,12338.03000000,11220.00000000,12238.60000000,52182.36721500,52182.36721500
2019-07-07,79712.55067500,81706.34700000,78564.78115500,80773.28856000,11256.45000000,11538.00000000,11094.37000000,11406.24000000,38884.79559900,38884.79559900
2019-07-06,77771.93641500,82605.69750000,77645.17756500,79712.83393500,10982.41000000,11665.00000000,10964.51000000,11256.49000000,51469.49633100,51469.49633100
2019-07-05,78928.06210500,80777.46664500,76454.98986000,77689.22449500,11145.67000000,11406.83000000,10796.44000000,10970.73000000,63534.35058200,63534.35058200
2019-07-04,84553.11000000,84978.00000000,78285.98250000,78928.06210500,11940.00000000,12000.00000000,11055.00000000,11145.67000000,66512.22189200,66512.22189200
2019-07-03,76798.72587000,84920.56903500,76770.82476000,84553.11000000,10844.98000000,11991.89000000,10841.04000000,11940.00000000,96815.90029000,96815.90029000
2019-07-02,75240.22935000,77462.75812500,68881.75050000,76783.64227500,10624.90000000,10938.75000000,9727.00000000,10842.85000000,109561.03872800,109561.03872800
2019-07-01,76863.30915000,79895.46582000,71027.44500000,75240.44179500,10854.10000000,11282.28000000,10030.00000000,10624.93000000,90962.26827100,90962.26827100
2019-06-30,84292.01509500,86252.67000000,76239.64144500,76863.30915000,11903.13000000,12180.00000000,10766.03000000,10854.10000000,84512.53044300,84512.53044300
2019-06-29,87860.59539000,88104.76551000,81260.35413000,84292.01509500,12407.06000000,12441.54000000,11475.02000000,11903.13000000,69642.07415700,69642.07415700
2019-06-28,80233.32418500,88377.12000000,77775.26472000,87815.06134500,11329.99000000,12480.00000000,10982.88000000,12400.63000000,95795.20396400,95795.20396400
2019-06-27,92756.17797000,95444.74026000,74533.49565000,80233.32418500,13098.38000000,13478.04000000,10525.10000000,11329.99000000,173894.82088900,173894.82088900
2019-06-26,83712.39432000,98928.55500000,83143.89150000,92723.74470000,11821.28000000,13970.00000000,11741.00000000,13093.80000000,155930.14738600,155930.14738600
2019-06-25,78297.24208500,83915.77500000,78080.61900000,83709.42009000,11056.59000000,11850.00000000,11026.00000000,11820.86000000,61276.68664800,61276.68664800
2019-06-24,77230.48492500,78913.61584500,75211.19520000,78297.24208500,10905.95000000,11143.63000000,10620.80000000,11056.59000000,43101.04528500,43101.04528500
2019-06-23,75977.41350000,80676.98016000,74746.50717000,77231.33470500,10729.00000000,11392.64000000,10555.18000000,10906.07000000,57445.32394500,57445.32394500
2019-06-22,71947.04859000,79029.54000000,70260.66018000,75980.95425000,10159.86000000,11160.00000000,9921.72000000,10729.50000000,104169.44797600,104169.44797600
2019-06-21,67402.14189000,72054.19168500,67402.14189000,71947.04859000,9518.06000000,10174.99000000,9518.06000000,10159.86000000,50484.41589200,50484.41589200
2019-06-20,65530.50144000,67911.58500000,64974.17880000,67395.48528000,9253.76000000,9590.00000000,9175.20000000,9517.12000000,34556.05398200,34556.05398200
2019-06-19,64313.97055500,65886.27600000,63450.24000000,65542.75243500,9081.97000000,9304.00000000,8960.00000000,9255.49000000,32147.70649500,32147.70649500
2019-06-18,65943.84859500,66115.43334000,63379.42500000,64310.99632500,9312.13000000,9336.36000000,8950.00000000,9081.55000000,51554.56940100,51554.56940100
2019-06-17,63400.66950000,66877.68600000,63379.42500000,65956.80774000,8953.00000000,9444.00000000,8950.00000000,9313.96000000,47895.48537400,47895.48537400
2019-06-16,62393.46775500,66091.63950000,62033.94000000,63403.00639500,8810.77000000,9333.00000000,8760.00000000,8953.33000000,63289.25121900,63289.25121900
2019-06-15,61261.20672000,62777.42668500,60671.67184500,62378.80905000,8650.88000000,8864.99000000,8567.63000000,8808.70000000,31791.63603900,31791.63603900
2019-06-14,58184.71986000,61498.64941500,57674.00208000,61254.97500000,8216.44000000,8684.41000000,8144.32000000,8650.00000000,39835.24625500,39835.24625500
2019-06-13,57555.88266000,58845.99033000,56723.02744500,58199.59101000,8127.64000000,8309.82000000,8010.03000000,8218.54000000,30467.76434100,30467.76434100
2019-06-12,55836.91935000,58068.30000000,55157.73268500,57555.88266000,7884.90000000,8200.00000000,7788.99000000,8127.64000000,41597.08262200,41597.08262200
2019-06-11,56517.45150000,56722.81500000,54472.52674500,55836.91935000,7981.00000000,8010.00000000,7692.23000000,7884.90000000,30334.99942700,30334.99942700
2019-06-10,54014.63695500,56793.63000000,53189.14650000,56529.84412500,7627.57000000,8020.00000000,7511.00000000,7982.75000000,36756.07846800,36756.07846800
2019-06-09,55910.42532000,56191.70250000,53158.41279000,54018.60259500,7895.28000000,7935.00000000,7506.66000000,7628.13000000,31568.46515700,31568.46515700
2019-06-08,56502.86361000,56968.18897500,54888.70650000,55898.67003000,7978.94000000,8044.65000000,7751.00000000,7893.62000000,22657.32963400,22657.32963400
2019-06-07,55147.67695500,57360.15000000,54793.03543500,56514.12319500,7787.57000000,8100.00000000,7737.49000000,7980.53000000,33942.22565800,33942.22565800
2019-06-06,55080.47352000,55718.16259500,52718.79327000,55141.51605000,7778.08000000,7868.13000000,7444.58000000,7786.70000000,36624.11874700,36624.11874700
2019-06-05,54435.77376000,55920.48105000,53626.64157000,55069.28475000,7687.04000000,7896.70000000,7572.78000000,7776.50000000,48679.65645500,48679.65645500
2019-06-04,57471.04629000,57471.04629000,52976.84313000,54435.70294500,8115.66000000,8115.66000000,7481.02000000,7687.03000000,74143.94894100,74143.94894100
2019-06-03,61793.16900000,62323.92742500,57224.18520000,57472.17933000,8726.00000000,8800.95000000,8080.80000000,8115.82000000,45692.96510400,45692.96510400
2019-06-02,60512.12565000,62421.86457000,60362.70600000,61793.02737000,8545.10000000,8814.78000000,8524.00000000,8725.98000000,27835.13326500,27835.13326500
2019-06-01,60582.23250000,61085.01900000,59784.57234000,60504.83170500,8555.00000000,8626.00000000,8442.36000000,8544.07000000,31868.23415700,31868.23415700
2019-05-31,58543.46865000,60858.41100000,57420.34275000,60582.23250000,8267.10000000,8594.00000000,8108.50000000,8555.00000000,44727.49162000,44727.49162000
2019-05-30,61230.18975000,64259.37219000,56687.40750000,58560.74751000,8646.50000000,9074.26000000,8005.00000000,8269.54000000,70379.99852100,70379.99852100
2019-05-29,61728.51490500,61963.12500000,59531.33790000,61224.38292000,8716.87000000,8750.00000000,8406.60000000,8645.68000000,33880.86592200,33880.86592200
2019-05-28,61980.97038000,62306.50693500,60268.02634500,61719.80466000,8752.52000000,8798.49000000,8510.63000000,8715.64000000,31470.55153400,31470.55153400
2019-05-27,60989.70201000,63084.26808000,60823.00350000,62007.88008000,8612.54000000,8908.32000000,8589.00000000,8756.32000000,51886.76879300,51886.76879300
2019-05-26,56814.87450000,61892.31000000,55472.36373000,61003.08604500,8023.00000000,8740.00000000,7833.42000000,8614.43000000,49652.14456700,49652.14456700
2019-05-25,56400.74838000,57302.08170000,56002.90971000,56831.94091500,7964.52000000,8091.80000000,7908.34000000,8025.41000000,28414.32881700,28414.32881700
2019-05-24,55589.42092500,57572.59500000,54994.92900000,56403.22690500,7849.95000000,8130.00000000,7766.00000000,7964.87000000,46664.78532500,46664.78532500
2019-05-23,54016.26570000,56234.04987000,52835.07150000,55600.46806500,7627.80000000,7940.98000000,7461.00000000,7851.51000000,49648.18470100,49648.18470100
2019-05-22,55975.57512000,56765.30400000,52863.39750000,54020.72704500,7904.48000000,8016.00000000,7465.00000000,7628.43000000,49136.99458900,49136.99458900
